time,sym,bid,ask,bidSize,askSize
0D20:16:51.772421000,x2,199.9052,200.0885,448,141
0D20:16:51.772426000,x2,199.9225,200.0305,56,323
0D20:16:51.802262000,x1,99.95392,100.014,217,33
0D20:16:51.802267000,x1,99.95881,100.0171,210,252
0D20:16:51.863620000,x2,199.982,200.0535,442,310
0D20:16:51.863637000,x2,199.9676,200.031,88,58
0D20:16:51.982639000,x3,299.967,300.0634,43,106
0D20:16:51.982655000,x3,299.973,300.0876,40,89
0D20:16:52.033077000,x2,199.9086,200.0678,128,289
0D20:16:52.033085000,x2,199.9671,200.0596,438,464
0D20:16:52.102836000,x1,99.96869,100.0707,394,203
0D20:16:52.102844000,x1,99.97322,100.0472,184,51
0D20:16:52.413188000,x2,199.9279,200.0305,375,93
0D20:16:52.413193000,x2,199.9516,200.0794,333,39
0D20:16:52.543097000,x1,99.92657,100.0528,304,204
0D20:16:52.543110000,x1,99.97524,100.0537,349,55
0D20:16:52.673357000,x1,99.95242,100.0583,320,393
0D20:16:52.673362000,x1,99.90875,100.0665,31,482
0D20:16:52.813116000,x1,99.98465,100.0503,118,294
0D20:16:52.813128000,x1,99.99791,100.009,99,325
0D20:16:53.262445000,x2,199.9325,200.0871,182,191
0D20:16:53.262450000,x2,199.9071,200.0385,453,114
0D20:16:53.302315000,x2,199.9916,200.0601,197,246
0D20:16:53.302320000,x2,199.925,200.0976,408,446
0D20:16:53.342216000,x2,199.9378,200.0278,402,259
0D20:16:53.342221000,x2,199.9715,200.0882,379,230
0D20:16:53.383357000,x3,299.9459,300.0545,412,381
0D20:16:53.383367000,x3,299.9434,300.0117,209,130
0D20:16:53.432630000,x2,199.9572,200.0718,395,469
0D20:16:53.432647000,x2,199.9476,200.0951,272,317
0D20:16:53.522687000,x1,99.98435,100.028,416,106
0D20:16:53.522697000,x1,99.94085,100.0213,475,21
0D20:16:53.552484000,x3,299.9151,300.0853,264,490
0D20:16:53.552489000,x3,299.9318,300.0564,53,199
0D20:16:53.702369000,x1,99.9658,100.0725,493,435
0D20:16:53.702374000,x1,99.95025,100.0802,262,234
0D20:16:53.712549000,x1,99.97629,100.0576,31,30
0D20:16:53.712554000,x1,99.99657,100.0891,443,288
0D20:16:53.812379000,x1,99.94123,100.0564,144,259
0D20:16:53.812385000,x1,99.97579,100.0471,346,460
0D20:16:53.822600000,x2,199.944,200.0058,176,367
0D20:16:53.822607000,x2,199.9996,200.0965,135,18
0D20:16:53.892410000,x1,99.93494,100.0851,410,222
0D20:16:53.892414000,x1,99.97489,100.096,70,115
0D20:16:54.062662000,x3,299.9002,300.0903,239,144
0D20:16:54.062692000,x3,299.9231,300.0129,83,45
0D20:16:54.093544000,x3,299.9027,300.0955,321,390
0D20:16:54.093556000,x3,299.9889,300.0667,438,255
0D20:16:54.262827000,x3,299.9727,300.0345,364,485
0D20:16:54.262839000,x3,299.9552,300.0021,483,397
0D20:16:54.393065000,x2,199.9534,200.0148,34,475
0D20:16:54.393076000,x2,199.9652,200.0764,278,190
0D20:16:54.452649000,x2,199.9247,200.0945,33,359
0D20:16:54.452654000,x2,199.9048,200.0018,336,270
0D20:16:54.523223000,x2,199.9716,200.0467,147,205
0D20:16:54.523240000,x2,199.9882,200.0553,264,422
0D20:16:54.712456000,x3,299.9577,300.0553,484,254
0D20:16:54.712463000,x3,299.9855,300.092,443,145
0D20:16:54.893148000,x2,199.9181,200.0959,331,184
0D20:16:54.893164000,x2,199.9942,200.086,26,454
0D20:16:54.943452000,x3,299.9551,300.0659,186,19
0D20:16:54.943469000,x3,299.9787,300.0693,458,123
0D20:16:55.062450000,x1,99.95423,100.0868,475,451
0D20:16:55.062466000,x1,99.99237,100.0156,353,268
0D20:16:55.083543000,x3,299.9698,300.0025,54,289
0D20:16:55.083558000,x3,299.9352,300.072,84,58
0D20:16:55.093451000,x3,299.9974,300.0052,324,36
0D20:16:55.093466000,x3,299.9464,300.0972,307,421
0D20:16:55.172826000,x1,99.91011,100.0216,170,143
0D20:16:55.172831000,x1,99.99933,100.0687,14,490
0D20:16:55.333466000,x1,99.99723,100.0058,444,75
0D20:16:55.333479000,x1,99.92997,100.0635,282,331
0D20:16:55.352817000,x1,99.96248,100.0955,73,346
0D20:16:55.352830000,x1,99.96428,100.0847,107,206
0D20:16:55.362762000,x1,99.95365,100.0018,94,38
0D20:16:55.362774000,x1,99.99062,100.0077,447,39
0D20:16:55.403089000,x2,199.9525,200.0322,325,228
0D20:16:55.403097000,x2,199.9092,200.0686,236,73
0D20:16:55.522688000,x1,99.982,100.0896,34,181
0D20:16:55.522692000,x1,99.94118,100.0566,166,473
0D20:16:55.533541000,x2,199.9514,200.069,375,75
0D20:16:55.533547000,x2,199.96,200.0772,426,306
0D20:16:55.623072000,x1,99.99008,100.0194,36,23
0D20:16:55.623078000,x1,99.9009,100.0575,25,447
0D20:16:55.922879000,x3,299.9801,300.0243,343,60
0D20:16:55.922884000,x3,299.9537,300.0011,495,279
0D20:16:55.953347000,x3,299.9548,300.0634,158,435
0D20:16:55.953361000,x3,299.9365,300.0792,327,469
0D20:16:56.022678000,x2,199.948,200.0463,387,335
0D20:16:56.022682000,x2,199.9815,200.0929,364,176
0D20:16:56.042669000,x1,99.99522,100.0537,381,371
0D20:16:56.042672000,x1,99.99173,100.056,288,186
0D20:16:56.162848000,x3,299.9819,300.0293,154,384
0D20:16:56.162852000,x3,299.9378,300.0577,91,265
0D20:16:56.482474000,x1,99.95466,100.0142,152,333
0D20:16:56.482478000,x1,99.97787,100.0314,14,221
0D20:16:56.623031000,x1,99.95304,100.0771,294,45
0D20:16:56.623044000,x1,99.92051,100.0076,24,329
0D20:16:56.673115000,x3,299.9537,300.0627,83,147
0D20:16:56.673130000,x3,299.9153,300.0125,300,123
0D20:16:56.683665000,x1,99.98617,100.0609,137,438
0D20:16:56.683681000,x1,99.93238,100.0816,32,382
0D20:16:56.803717000,x2,199.9206,200.0523,252,306
0D20:16:56.803733000,x2,199.9017,200.003,438,176
0D20:16:56.823866000,x3,299.9589,300.0408,447,198
0D20:16:56.823889000,x3,299.9625,300.0103,63,320
0D20:16:56.873871000,x3,299.9019,300.0075,396,321
0D20:16:56.873887000,x3,299.9344,300.0345,99,236
0D20:16:57.032464000,x1,99.92744,100.0939,258,17
0D20:16:57.032468000,x1,99.9573,100.0004,200,102
0D20:16:57.082846000,x1,99.9194,100.0053,254,372
0D20:16:57.082851000,x1,99.99408,100.0334,15,108
0D20:16:57.242446000,x2,199.9119,200.0164,387,281
0D20:16:57.242450000,x2,199.9557,200.0816,308,479
0D20:16:57.363036000,x2,199.9339,200.0168,381,426
0D20:16:57.363049000,x2,199.9479,200.0998,3,120
0D20:16:57.422862000,x2,199.9583,200.0582,335,412
0D20:16:57.422876000,x2,199.9318,200.0984,183,153
0D20:16:57.473710000,x1,99.94171,100.0121,10,52
0D20:16:57.473721000,x1,99.90649,100.0114,485,220
0D20:16:57.663274000,x2,199.9323,200.0106,136,369
0D20:16:57.663287000,x2,199.9834,200.0122,405,232
0D20:16:57.713395000,x2,199.9554,200.0011,461,238
0D20:16:57.713409000,x2,199.9466,200.0711,111,425
0D20:16:57.723001000,x1,99.92935,100.0175,325,267
0D20:16:57.723009000,x1,99.90057,100.0816,221,425
0D20:16:57.772269000,x2,199.9372,200.0889,436,28
0D20:16:57.772273000,x2,199.9215,200.0675,324,408
0D20:16:57.803326000,x3,299.9818,300.0694,182,43
0D20:16:57.803336000,x3,299.924,300.0935,95,140
0D20:16:57.922172000,x2,199.9365,200.0714,418,38
0D20:16:57.922177000,x2,199.9731,200.0853,486,281
0D20:16:57.983327000,x2,199.9172,200.0993,353,428
0D20:16:57.983342000,x2,199.9365,200.093,196,458
0D20:16:58.132880000,x3,299.9942,300.0899,12,360
0D20:16:58.132890000,x3,299.9149,300.0487,274,79
0D20:16:58.183757000,x2,199.9743,200.0718,258,232
0D20:16:58.183767000,x2,199.9487,200.0546,231,400
0D20:16:58.203204000,x3,299.9714,300.0283,152,191
0D20:16:58.203209000,x3,299.9813,300.0184,253,229
0D20:16:58.222352000,x3,299.9968,300.0161,480,165
0D20:16:58.222357000,x3,299.9617,300.0033,480,108
0D20:16:58.252329000,x1,99.94479,100.0451,407,93
0D20:16:58.252336000,x1,99.92527,100.0214,90,129
0D20:16:58.332735000,x3,299.9223,300.0343,26,47
0D20:16:58.332741000,x3,299.9765,300.0177,382,259
0D20:16:58.362397000,x3,299.931,300.0724,126,334
0D20:16:58.362400000,x3,299.9364,300.0425,372,357
0D20:16:58.372856000,x1,99.96668,100.0839,111,40
0D20:16:58.372861000,x1,99.95984,100.0638,394,33
0D20:16:58.382649000,x2,199.9699,200.0842,393,100
0D20:16:58.382655000,x2,199.9368,200.0444,442,347
0D20:16:58.403092000,x2,199.9959,200.0377,26,314
0D20:16:58.403098000,x2,199.9687,200.0411,491,158
0D20:16:58.482787000,x3,299.9188,300.0707,48,51
0D20:16:58.482794000,x3,299.9834,300.0092,21,296
0D20:16:58.512743000,x3,299.9371,300.0274,249,22
0D20:16:58.512750000,x3,299.9994,300.0771,480,92
0D20:16:58.593796000,x3,299.9069,300.0181,162,3
0D20:16:58.593811000,x3,299.9356,300.011,31,272
0D20:16:58.902398000,x3,299.9427,300.0188,499,226
0D20:16:58.902403000,x3,299.9832,300.0794,285,226
0D20:16:58.982967000,x1,99.95443,100.0534,297,257
0D20:16:58.982973000,x1,99.9581,100.0652,161,459
0D20:16:59.032797000,x3,299.9506,300.0224,498,390
0D20:16:59.032804000,x3,299.976,300.0537,440,269
0D20:16:59.042782000,x1,99.93832,100.0455,302,447
0D20:16:59.042798000,x1,99.92307,100.0168,96,88
0D20:16:59.053820000,x1,99.96715,100.0118,129,133
0D20:16:59.053836000,x1,99.90244,100.0297,373,70
0D20:16:59.073774000,x1,99.98609,100.0452,497,469
0D20:16:59.073790000,x1,99.92973,100.0649,221,268
0D20:16:59.203075000,x3,299.9305,300.0625,235,217
0D20:16:59.203085000,x3,299.9155,300.0912,354,181
0D20:16:59.273709000,x1,99.93919,100.0791,188,82
0D20:16:59.273719000,x1,99.97991,100.06,499,31
0D20:16:59.302713000,x2,199.9972,200.0582,214,425
0D20:16:59.302719000,x2,199.9823,200.0812,130,405
0D20:16:59.462934000,x2,199.957,200.0734,332,119
0D20:16:59.462945000,x2,199.9368,200.0798,15,499
0D20:16:59.513088000,x1,99.90965,100.0564,145,212
0D20:16:59.513099000,x1,99.9724,100.0967,162,359
0D20:16:59.543380000,x2,199.9072,200.0904,4,399
0D20:16:59.543392000,x2,199.9644,200.089,302,129
0D20:16:59.653509000,x1,99.91863,100.0545,376,249
0D20:16:59.653520000,x1,99.90543,100.0359,27,389
0D20:16:59.883099000,x3,299.9984,300.0041,494,344
0D20:16:59.883109000,x3,299.9454,300.0938,332,27
0D20:16:59.922762000,x3,299.9564,300.0086,22,46
0D20:16:59.922770000,x3,299.9701,300.0053,48,340
0D20:17:00.002502000,x1,99.97198,100.0082,225,173
0D20:17:00.002507000,x1,99.91248,100.0022,111,438
0D20:17:00.073557000,x2,199.9063,200.0699,445,206
0D20:17:00.073562000,x2,199.9428,200.0114,262,76
0D20:17:00.083152000,x3,299.9735,300.0595,175,175
0D20:17:00.083157000,x3,299.9936,300.023,368,99
0D20:17:00.113632000,x3,299.9858,300.0517,274,199
0D20:17:00.113649000,x3,299.9686,300.0936,32,186
0D20:17:00.123054000,x3,299.9904,300.0599,388,113
0D20:17:00.123072000,x3,299.9021,300.0929,409,208
0D20:17:00.282660000,x1,99.91781,100.0195,173,358
0D20:17:00.282664000,x1,99.93544,100.0146,40,385
0D20:17:00.613061000,x1,99.98036,100.0239,207,358
0D20:17:00.613067000,x1,99.93377,100.0711,35,276
0D20:17:00.842751000,x1,99.93922,100.0438,498,217
0D20:17:00.842768000,x1,99.90923,100.0526,459,325
0D20:17:00.932834000,x3,299.9249,300.0526,390,84
0D20:17:00.932851000,x3,299.9304,300.0532,400,108
0D20:17:01.052858000,x2,199.997,200.0071,292,393
0D20:17:01.052862000,x2,199.9899,200.0325,266,249
0D20:17:01.292756000,x3,299.9201,300.0873,419,445
0D20:17:01.292761000,x3,299.9254,300.0678,186,38
0D20:17:01.553200000,x1,99.99499,100.0113,68,272
0D20:17:01.553205000,x1,99.99681,100.087,230,335
0D20:17:01.662753000,x3,299.9414,300.0502,91,199
0D20:17:01.662770000,x3,299.9604,300.0512,44,438
0D20:17:01.812829000,x3,299.9565,300.064,373,187
0D20:17:01.812833000,x3,299.9566,300.0346,486,187
0D20:17:01.823181000,x1,99.96548,100.0476,305,472
0D20:17:01.823186000,x1,99.90539,100.0346,120,402
0D20:17:01.832462000,x1,99.91754,100.0173,305,331
0D20:17:01.832467000,x1,99.95853,100.0058,408,392
0D20:17:01.872905000,x1,99.9028,100.0395,256,134
0D20:17:01.872921000,x1,99.98896,100.0184,335,133
0D20:17:01.973292000,x2,199.9426,200.0658,350,366
0D20:17:01.973302000,x2,199.9881,200.0868,390,16
0D20:17:01.982560000,x2,199.9096,200.0038,54,83
0D20:17:01.982569000,x2,199.9451,200.0027,131,499
0D20:17:02.264064000,x2,199.934,200.0671,324,490
0D20:17:02.264081000,x2,199.9236,200.0068,429,167
0D20:17:02.282825000,x2,199.98,200.077,486,398
0D20:17:02.282830000,x2,199.9176,200.0137,413,93
0D20:17:02.332735000,x2,199.9624,200.0886,421,96
0D20:17:02.332741000,x2,199.9336,200.022,350,75
0D20:17:02.462494000,x2,199.9337,200.0685,402,337
0D20:17:02.462498000,x2,199.9682,200.0255,80,13
0D20:17:02.492904000,x3,299.9109,300.0262,44,173
0D20:17:02.492910000,x3,299.9382,300.0942,25,321
0D20:17:02.563913000,x2,199.9108,200.0026,141,57
0D20:17:02.563930000,x2,199.9884,200.0563,105,405
0D20:17:02.603858000,x3,299.9376,300.094,354,454
0D20:17:02.603863000,x3,299.9492,300.0007,180,255
0D20:17:02.632919000,x1,99.95898,100.03,231,329
0D20:17:02.632923000,x1,99.94887,100.0689,74,29
0D20:17:02.662235000,x1,99.93658,100.0138,96,464
0D20:17:02.662240000,x1,99.95396,100.0989,9,366
0D20:17:02.712335000,x1,99.97635,100.0624,169,249
0D20:17:02.712340000,x1,99.9785,100.0337,194,442
0D20:17:02.732345000,x1,99.92884,100.0419,347,451
0D20:17:02.732353000,x1,99.98054,100.0733,46,341
0D20:17:02.942619000,x1,99.92145,100.0588,379,425
0D20:17:02.942628000,x1,99.987,100.0851,499,379
0D20:17:02.963279000,x2,199.9339,200.0113,171,440
0D20:17:02.963284000,x2,199.9865,200.066,279,427
0D20:17:03.022886000,x1,99.99288,100.0917,389,52
0D20:17:03.022916000,x1,99.9167,100.0812,11,335
0D20:17:03.092658000,x1,99.93562,100.0904,292,34
0D20:17:03.092662000,x1,99.90744,100.086,146,34
0D20:17:03.173738000,x1,99.98992,100.0624,97,360
0D20:17:03.173750000,x1,99.94002,100.0943,355,201
0D20:17:03.193293000,x2,199.9775,200.0011,252,471
0D20:17:03.193305000,x2,199.9159,200.0354,489,471
0D20:17:03.283290000,x3,299.9539,300.0854,477,232
0D20:17:03.283307000,x3,299.948,300.0844,293,329
0D20:17:03.362670000,x1,99.99601,100.0019,364,391
0D20:17:03.362682000,x1,99.93097,100.0429,451,453
0D20:17:03.402976000,x1,99.94033,100.077,493,132
0D20:17:03.402994000,x1,99.90778,100.0506,343,461
0D20:17:03.453036000,x3,299.9165,300.0312,474,404
0D20:17:03.453048000,x3,299.9596,300.0427,124,127
0D20:17:03.593222000,x3,299.9943,300.0978,320,356
0D20:17:03.593227000,x3,299.9788,300.0084,28,240
0D20:17:03.673551000,x2,199.953,200.0577,111,161
0D20:17:03.673568000,x2,199.9422,200.0527,410,260
0D20:17:03.692821000,x2,199.9041,200.049,66,71
0D20:17:03.692829000,x2,199.9561,200.0862,43,290
0D20:17:03.923454000,x2,199.9961,200.0924,428,406
0D20:17:03.923466000,x2,199.9309,200.0769,288,223
0D20:17:03.952999000,x1,99.97864,100.0263,11,422
0D20:17:03.953011000,x1,99.98509,100.0305,419,248
0D20:17:03.992682000,x3,299.9981,300.0203,320,149
0D20:17:03.992694000,x3,299.9902,300.0827,71,132
0D20:17:04.122918000,x2,199.9093,200.04,399,327
0D20:17:04.122928000,x2,199.9942,200.0669,459,237
0D20:17:04.133183000,x1,99.9709,100.0686,438,143
0D20:17:04.133199000,x1,99.96708,100.0689,15,284
0D20:17:04.143464000,x2,199.9318,200.0021,208,143
0D20:17:04.143481000,x2,199.9442,200.0106,383,419
0D20:17:04.332935000,x2,199.9879,200.0072,100,437
0D20:17:04.332941000,x2,199.917,200.0669,334,425
0D20:17:04.362611000,x2,199.9418,200.0422,225,215
0D20:17:04.362616000,x2,199.905,200.0209,474,23
0D20:17:04.493436000,x2,199.9062,200.0995,151,320
0D20:17:04.493448000,x2,199.9752,200.0169,292,418
0D20:17:04.583380000,x2,199.9932,200.0256,133,238
0D20:17:04.583393000,x2,199.9232,200.0841,105,274
0D20:17:04.672587000,x2,199.9845,200.0119,228,401
0D20:17:04.672592000,x2,199.9938,200.0854,125,332
0D20:17:04.762338000,x3,299.9216,300.0668,471,196
0D20:17:04.762345000,x3,299.9237,300.0782,462,470
0D20:17:04.782455000,x3,299.985,300.0802,185,351
0D20:17:04.782461000,x3,299.9316,300.0853,263,166
0D20:17:04.802788000,x1,99.90593,100.091,55,128
0D20:17:04.802794000,x1,99.97313,100.0399,316,433
0D20:17:04.952965000,x3,299.9725,300.0396,467,166
0D20:17:04.952970000,x3,299.904,300.0655,33,1
0D20:17:05.092909000,x2,199.9591,200.031,406,219
0D20:17:05.092917000,x2,199.9798,200.069,51,38
0D20:17:05.113140000,x1,99.90454,100.0856,102,180
0D20:17:05.113150000,x1,99.99973,100.0369,193,472
0D20:17:05.143209000,x3,299.9961,300.0931,41,83
0D20:17:05.143218000,x3,299.9125,300.0836,314,19
0D20:17:05.413466000,x2,199.9103,200.0567,76,201
0D20:17:05.413478000,x2,199.9529,200.0921,315,496
0D20:17:05.492529000,x1,99.93201,100.0511,322,267
0D20:17:05.492534000,x1,99.9396,100.0247,143,270
0D20:17:05.613084000,x3,299.9826,300.0276,370,401
0D20:17:05.613090000,x3,299.9894,300.0728,461,257
0D20:17:05.782444000,x1,99.93586,100.0631,327,191
0D20:17:05.782450000,x1,99.9095,100.0031,90,316
0D20:17:05.812805000,x3,299.9271,300.0233,486,487
0D20:17:05.812810000,x3,299.9714,300.0963,263,469
0D20:17:05.863540000,x2,199.9124,200.0051,238,150
0D20:17:05.863557000,x2,199.9442,200.005,375,360
0D20:17:05.993310000,x2,199.9456,200.0429,436,448
0D20:17:05.993322000,x2,199.9314,200.0432,35,365
0D20:17:06.053109000,x3,299.9276,300.0039,481,261
0D20:17:06.053122000,x3,299.9331,300.0906,311,188
0D20:17:06.222682000,x1,99.95612,100.0432,140,488
0D20:17:06.222688000,x1,99.93123,100.0354,223,89
0D20:17:06.282219000,x3,299.9561,300.0368,289,129
0D20:17:06.282222000,x3,299.9442,300.0082,206,111
0D20:17:06.333197000,x1,99.96077,100.0359,466,432
0D20:17:06.333213000,x1,99.97489,100.0997,88,464
0D20:17:06.422610000,x1,99.96038,100.0307,462,140
0D20:17:06.422620000,x1,99.98833,100.0426,489,111
0D20:17:06.563613000,x2,199.9881,200.0066,61,274
0D20:17:06.563623000,x2,199.9966,200.0975,30,253
0D20:17:06.762886000,x3,299.9796,300.0556,440,94
0D20:17:06.762891000,x3,299.9882,300.0501,381,199
0D20:17:06.783658000,x3,299.9978,300.0955,90,493
0D20:17:06.783675000,x3,299.9463,300.039,452,280
0D20:17:06.992681000,x2,199.95,200.064,363,335
0D20:17:06.992689000,x2,199.9562,200.0596,61,308
0D20:17:07.002992000,x2,199.946,200.049,68,113
0D20:17:07.003000000,x2,199.984,200.0036,144,475
0D20:17:07.073055000,x1,99.90259,100.0958,318,331
0D20:17:07.073062000,x1,99.98105,100.02,296,259
0D20:17:07.243024000,x2,199.9411,200.0644,18,113
0D20:17:07.243029000,x2,199.9908,200.0209,34,319
0D20:17:07.253023000,x3,299.905,300.0168,110,337
0D20:17:07.253030000,x3,299.978,300.0355,107,104
0D20:17:07.283268000,x2,199.9845,200.0568,457,365
0D20:17:07.283272000,x2,199.9032,200.0127,354,10
0D20:17:07.363108000,x3,299.9234,300.0255,412,48
0D20:17:07.363125000,x3,299.9791,300.0442,491,346
0D20:17:07.413492000,x1,99.9277,100.0743,492,139
0D20:17:07.413504000,x1,99.95647,100.0765,413,324
0D20:17:07.483255000,x1,99.91254,100.0493,68,167
0D20:17:07.483272000,x1,99.9325,100.0617,127,97
0D20:17:07.813098000,x3,299.9519,300.0942,24,397
0D20:17:07.813104000,x3,299.9665,300.0704,35,398
0D20:17:07.973199000,x1,99.96548,100.0014,19,359
0D20:17:07.973209000,x1,99.99294,100.0381,218,268
0D20:17:08.042713000,x2,199.9835,200.013,128,490
0D20:17:08.042719000,x2,199.9094,200.0322,151,265
0D20:17:08.113297000,x3,299.9875,300.099,438,223
0D20:17:08.113314000,x3,299.9055,300.023,53,44
0D20:17:08.134058000,x2,199.9564,200.0394,295,52
0D20:17:08.134068000,x2,199.9519,200.0017,125,204
0D20:17:08.153518000,x3,299.9513,300.0714,36,371
0D20:17:08.153523000,x3,299.9977,300.032,78,67
0D20:17:08.332383000,x3,299.9632,300.0847,351,286
0D20:17:08.332387000,x3,299.9688,300.0809,320,197
0D20:17:08.472367000,x2,199.9968,200.0592,343,443
0D20:17:08.472384000,x2,199.9651,200.0209,358,362
0D20:17:08.552521000,x2,199.9478,200.0809,171,464
0D20:17:08.552526000,x2,199.9967,200.0637,345,315
0D20:17:08.662751000,x2,199.9235,200.071,114,21
0D20:17:08.662757000,x2,199.9068,200.048,81,178
0D20:17:08.732474000,x1,99.9322,100.0458,165,258
0D20:17:08.732490000,x1,99.93994,100.0998,398,313
0D20:17:08.763407000,x3,299.9677,300.0639,301,221
0D20:17:08.763424000,x3,299.9328,300.0678,35,381
0D20:17:08.893057000,x2,199.9623,200.0388,161,453
0D20:17:08.893062000,x2,199.9984,200.0797,465,315
0D20:17:08.972320000,x1,99.96049,100.0141,364,11
0D20:17:08.972326000,x1,99.93575,100.0938,76,144
0D20:17:09.123595000,x1,99.99356,100.0923,244,226
0D20:17:09.123607000,x1,99.92639,100.0421,348,475
0D20:17:09.183187000,x1,99.93867,100.087,220,387
0D20:17:09.183199000,x1,99.90351,100.0816,494,201
0D20:17:09.213512000,x1,99.9691,100.0296,124,360
0D20:17:09.213524000,x1,99.90127,100.0954,314,3
0D20:17:09.462912000,x1,99.96569,100.0652,310,114
0D20:17:09.462929000,x1,99.97656,100.0927,72,97
0D20:17:09.872499000,x1,99.91402,100.0626,472,143
0D20:17:09.872504000,x1,99.9689,100.0839,287,458
0D20:17:09.932825000,x2,199.9728,200.0467,291,281
0D20:17:09.932829000,x2,199.9242,200.025,23,68
0D20:17:10.003134000,x3,299.9621,300.0619,310,371
0D20:17:10.003146000,x3,299.9061,300.0715,276,422
0D20:17:10.052933000,x3,299.9868,300.0678,77,289
0D20:17:10.052946000,x3,299.9535,300.0789,38,194
0D20:17:10.063116000,x1,99.92482,100.0684,289,299
0D20:17:10.063128000,x1,99.95951,100.0575,337,177
0D20:17:10.092757000,x1,99.97278,100.0071,208,109
0D20:17:10.092769000,x1,99.93176,100.0003,264,270
0D20:17:10.173228000,x3,299.9689,300.0133,162,415
0D20:17:10.173240000,x3,299.9118,300.0586,486,421
0D20:17:10.443070000,x2,199.9591,200.0563,93,227
0D20:17:10.443081000,x2,199.9843,200.0528,3,306
0D20:17:10.572513000,x3,299.9538,300.0786,16,236
0D20:17:10.572530000,x3,299.9554,300.066,406,364
0D20:17:10.583375000,x2,199.9693,200.0309,396,98
0D20:17:10.583379000,x2,199.9643,200.0546,341,122
0D20:17:10.652994000,x3,299.9606,300.0865,467,294
0D20:17:10.652999000,x3,299.9312,300.0546,153,38
0D20:17:10.682327000,x2,199.9529,200.0356,332,485
0D20:17:10.682332000,x2,199.946,200.0871,327,147
0D20:17:10.782876000,x2,199.9505,200.0312,225,439
0D20:17:10.782888000,x2,199.924,200.04,266,409
0D20:17:11.223345000,x3,299.931,300.076,290,389
0D20:17:11.223351000,x3,299.9688,300.096,459,464
0D20:17:11.273085000,x1,99.94933,100.0651,446,469
0D20:17:11.273090000,x1,99.98871,100.0935,237,201
0D20:17:11.292604000,x3,299.9133,300.0196,390,201
0D20:17:11.292609000,x3,299.9537,300.0057,359,333
